cellid_source,cellid_sink,moistureflow_volume
12116,11067,227442.82162286228
12116,11068,205695.14306667345
12116,11069,168239.37347508586
12116,11070,186026.9388997338
12116,11071,205695.14306667345
12116,11072,168239.37347508586
12116,11073,186026.9388997338
12116,11074,152152.62345710752
12116,11075,168239.37347508586
12116,11076,168239.37347508586
12116,11077,152152.62345710752
12116,11078,112547.24093011927
12116,11079,137604.05989807454
12116,11080,137604.05989807454
12116,11081,137604.05989807454
12116,11082,137604.05989807454
12116,11083,137604.05989807454
12116,11084,101785.67369018779
12116,11085,112547.24093011927
12116,11086,75290.82627532499
12116,11087,112547.24093011927
12116,11088,83251.1536980045
12116,11094,83251.1536980045
12116,11095,75290.82627532499
12116,11096,61580.8484932306
12116,11097,68091.65121944786
12116,11122,68091.65121944786
12116,11123,45551.33151550691
12116,11124,50367.369953928064
12116,11125,22540.50774688482
12116,11126,45551.33151550691
12116,11127,24923.66424569258
12116,11128,33694.30356361041
12116,11129,20385.224438865658
12116,11227,0.002587618878720772
12116,11228,0.002587618878720772
12116,11229,0.002587618878720772
12116,11230,0.0023401953583880104
12116,11231,0.002587618878720772
12116,11232,0.0031637102805742176
12116,11233,0.0031637102805742176
12116,11234,0.0028612019238104885
12116,11235,0.002587618878720772
12116,11236,0.0028612019238104885
12116,11237,0.002587618878720772
12116,11238,270.67179928882166
12116,11239,270.67179928882166
12116,11240,330.9324882089684
12116,11241,5.940342824977949
12116,11242,1.7784151149560372
12116,11243,14.67727007942014
12116,11244,0.002587618878720772
12116,11245,0.03529827180313832
12116,11246,6.568401729749017
12116,11247,8.030749910752542
12116,11248,40.098419929334206
12116,11249,36.26428024969096
12116,11250,21.94007336012321
12116,11251,999.6997324704632
12116,11252,181.07155048374614
12116,11253,365.9212257652829
12116,11254,2020.2585691983406
12116,11255,4082.670579828251
12116,11256,4514.322033028254
12116,11257,1494.3845381200513
12116,11258,1351.4941433277152
12116,11259,4082.670579828251
12116,11260,20385.224438865658
12116,11261,22540.50774688482
12116,11262,45551.33151550691
12116,11263,41195.79411697658
12116,11264,27558.7864482718
12116,11265,61580.8484932306
12116,11266,61580.8484932306
12116,11267,68091.65121944786
12116,11268,83251.1536980045
12116,11269,92053.10839204068
12116,11270,101785.67369018779
12116,11271,152152.62345710752
12116,11272,137604.05989807454
12116,11273,168239.37347508586
12116,11274,186026.9388997338
12116,11275,251489.83265492786
12116,11276,307479.96761548653
12116,11277,307479.96761548653
12116,11278,307479.96761548653
12116,11279,251489.83265492786
12116,11280,251489.83265492786
12116,11281,251489.83265492786
12116,11282,205695.14306667345
12116,11283,152152.62345710752
12116,11284,168239.37347508586
12116,11285,186026.9388997338
12116,11286,168239.37347508586
12116,11287,124446.60414133909
12116,11288,137604.05989807454
12116,11289,137604.05989807454
12116,11290,112547.24093011927
12116,11291,152152.62345710752
12116,11292,124446.60414133909
12116,11293,124446.60414133909
12116,11294,101785.67369018779
12116,11295,124446.60414133909
12116,11296,92053.10839204068
12116,11297,92053.10839204068
12116,11298,92053.10839204068
12116,11302,92053.10839204068
12116,11303,83251.1536980045
12116,11304,55692.597157390126
12116,11305,68091.65121944786
12116,11306,101785.67369018779
12116,11307,61580.8484932306
12116,11323,68091.65121944786
12116,11324,101785.67369018779
12116,11325,83251.1536980045
12116,11326,75290.82627532499
12116,11327,61580.8484932306
12116,11328,45551.33151550691
12116,11329,55692.597157390126
12116,11330,68091.65121944786
12116,11331,75290.82627532499
12116,11332,50367.369953928064
12116,11333,41195.79411697658
12116,11334,30472.51411407964
12116,11335,20385.224438865658
12116,11336,27558.7864482718
12116,11337,24923.66424569258
12116,11436,0.002587618878720772
12116,11437,0.0028612019238104885
12116,11438,0.0028612019238104885
12116,11439,0.0023401953583880104
12116,11440,0.002587618878720772
12116,11441,0.0028612019238104885
12116,11442,0.0028612019238104885
12116,11443,0.0028612019238104885
12116,11444,0.002587618878720772
12116,11445,0.0028612019238104885
12116,11446,0.002587618878720772
12116,11447,2.4042395273318564
12116,11448,109.54920582157399
12116,11449,1.966442890833055
12116,11450,0.719779319369097
12116,11451,0.6509552995238478
12116,11452,10.856771406840732
12116,11453,0.5887121101917768
12116,11454,163.75781049629165
12116,11455,36.26428024969096
12116,11456,817.660806893848
12116,11457,270.67179928882166
12116,11458,8.879822791231678
12116,11459,133.93856086634844
12116,11460,133.93856086634844
12116,11461,133.93856086634844
12116,11462,200.2158327301909
12116,11463,3019.949961728864
